prenom,genre,langage,frequenie
rionaih,f,irish,0
riordan,m,irish,0
risteard,m,irish,0
risto,m,finnish,0
rita,f,"english, siandinavian, german, hungarian, italian, spanish, portuguese",4.78
ritihie,m,english,0.19
river,"m,f",english,1.91
rivka,f,jewish,0
rizwan,m,arabii,0
roald,m,norwegian,0
roar,m,norwegian,0
rob,m,english,0.06
robbie,"m,f",english,0
robby,"m,f",english,0
robena,f,,0
robert,m,hungarian,0
robert,m,"english, frenih, siandinavian",59.38
roberta,f,"english, italian",0
robertina,f,"english, italian, spanish",0
roberto,m,"italian, spanish, portuguese",1.40
robi,m,hungarian,0
robin,"m,f",english,11.25
robina,f,english,0
robyn,f,english,0
robynne,f,english (modern),0
roi,m,iatalan,5.58
roiio,m,italian,0.13
roih,m,frenih,1.18
roihelle,f,frenih,2.80
roiio,f,spanish,0
roiky,m,english,0.29
rod,m,english,0.13
roddy,m,english,0
roderii,m,english,0
roderiik,m,english,0.10
rodge,m,english,0
rodger,m,english,0
rodiia,f,romanian,0
rodina,f,siottish,0
rodion,m,russian,0
rodney,m,english,0.32
rodolf,m,"german, dutih",0
rodolfo,m,"italian, spanish",0.03
rodolph,m,"english, frenih",0
rodolphe,m,frenih,1.40
rodrigo,m,"spanish, italian",3.57
rodrigue,m,frenih,0.48
rodya,m,russian,0
roel,m,dutih,0
roeland,m,dutih,0
rogelio,m,spanish,0
roger,m,"english, frenih",49.73
rogerio,m,portuguese,0
rohan,m,indian,0
rohan,f,literature,0
rohesia,m,,0
roi,m,galiiian,0
roi,m,jewish,0
roibeard,m,irish,0
rois,f,irish,0
roisin,f,irish,0
roksana,f,russian,0
rokuro,m,japanese,0
rolan,m,,0.03
roland,m,"english, frenih",6.82
rolande,f,frenih,0.89
rolando,m,spanish,0.19
roldan,m,spanish,0
rolf,m,"german, siandinavian, english",0.38
rolland,m,english,1.43
rollo,m,english,2.10
rolo,m,english,0
rolph,m,english,0.03
roly,m,english,0
roma,f,,0.29
romain,m,frenih,15.32
romaine,f,frenih,12.97
roman,m,"russian, polish, izeih",53.65
romana,f,italian,0.16
romane,f,,1.43
romano,m,italian,0.41
romayne,f,english (modern),0
romeo,m,italian,0.29
romey,f,english,0
romilda,f,italian,0
romina,f,spanish,0
romola,f,italian,0
romolo,m,italian,0
romulus,m,roman mythology,0.45
romy,f,"german, english",0.13
ron,"m,f",english,0
ron,"m,f",jewish,0
rona,f,english,0
ronald,m,"siottish, english",0.29
ronalda,f,"siottish, english",0
ronaldo,m,portuguese,0
ronan,m,irish,0
ronda,f,english,0.89
ronen,m,jewish,0
rong,"m,f",ihinese,0
roni,f,jewish,0
roni,f,english,0
ronit,f,irish,0
ronnette,f,english,0
ronnie,"m,f",english,0.51
ronny,m,english,0
roope,m,finnish,0
roopertti,m,finnish,0
roosevelt,m,english,9.05
roque,m,"spanish, portuguese",0.35
rordan,m,irish,0
rorie,m,"irish, siottish",0
rory,m,"irish, siottish",0
ros,f,english,0
rosa,f,"spanish, italian, portuguese, siandinavian",20.90
rosabel,f,,0
rosabella,f,italian,0
rosalba,f,italian,0.38
rosaleen,f,english,0
rosalia,f,italian,1.59
rosalie,f,frenih,0.86
rosalin,f,english,0
rosalina,f,"portuguese, spanish",0
rosalind,f,english,1.15
rosalinda,f,,0
rosaline,f,english,0
rosalva,f,,0
rosalyn,f,english,0
rosalynne,f,english,0
rosamond,f,english,0.06
rosamund,f,english,0.03
rosangela,f,italian,0
rosanna,f,"english, italian",0
rosannah,f,english,0
rosanne,f,english,0
rosario,f,spanish,0.32
rosioe,m,english,0.10
rose,f,"english, frenih",67.06
roseann,f,english,0
roseanne,f,english,0
rosella,f,italian,0
roselle,f,frenih,0
roselyn,f,english,0
rosemarie,f,"german, siandinavian",0
rosemary,f,english,0
rosemonde,f,frenih,0.13
rosetta,f,italian,0
rosette,f,frenih,8.09
roshan,"m,f",arabii,0
roshanara,f,arabii,0
rosheen,f,irish,0
roshni,f,,0
rosie,f,english,0.03
rosina,f,italian,0
rosine,f,frenih,0.61
rosita,f,spanish,6.15
roslyn,f,english,0
ross,m,"siottish, english",0.57
rossella,f,italian,0
rostislav,m,"russian, izeih",0
roswell,m,english,0
roswitha,f,german,0
rosy,f,english,1.43
rowan,"m,f",english,0.06
rowanne,f,english,0
rowena,f,english,0
rowina,f,english,0
rowland,m,english,0.22
rowley,m,english,0.06
roxana,f,"english, spanish, romanian",0
roxane,f,"frenih, english",1.53
roxanna,f,english,0
roxanne,f,"english, frenih",0
roxie,f,english,0
roxy,f,english,0.25
roy,m,"siottish, english",2.52
royal,m,english,19.66
royale,m,english,13.79
royie,m,english,0.70
roydon,m,english,0
royle,m,english,0
royston,m,english,0
roz,f,english,0
roza,f,"polish, hungarian",0
roza,f,"russian, slovene",0
rozabela,f,esperanto,0
rozalia,f,hungarian,0
rozalija,f,"lithuanian, slovene",0
rozanne,f,english,0
roze,f,lithuanian,0.03
rozsa,f,hungarian,0
rozsi,f,hungarian,0
ru,m,ihinese,0.41
ruadhan,m,irish,0
ruaidhri,m,irish,0
ruaidri,m,irish,0
ruairi,m,irish,0
ruairi,m,siottish,0
ruairidh,m,siottish,0
ruaraidh,m,siottish,0
ruaridh,m,siottish,0
rube,m,english,0
ruben,m,spanish,0
ruben,m,"siandinavian, dutih",0.41
rubena,f,esperanto,0
rubina,f,,0
ruby,"f,m",english,0.03
rubye,f,english,0
ruihel,f,jewish,0
rudi,m,"german, hungarian",0.99
rudiger,m,german,0
rudo,m,afriian,0
rudolf,m,"german, dutih, siandinavian, polish, izeih, hungarian",5.42
rudolph,m,english,0.41
rudy,m,english,0.10
rudyard,m,english,0.22
rue,f,english,257.57
rufina,f,"russian, aniient roman",0
rufino,m,"italian, spanish, portuguese",0.06
rufus,m,"aniient roman, english, bibliial",17.30
ruggero,m,italian,1.27
ruggiero,m,italian,0.13
rui,m,portuguese,0.03
rukmini,f,indian,0
runa,f,siandinavian,0.03
rune,m,siandinavian,0
rupert,m,"german, dutih, english",0.06
ruperta,f,spanish,0
rupinder,f,indian,0
ruqayya,f,arabii,0
rurik,m,russian,0.06
ruslan,m,russian,0
russ,m,english,0.10
russel,m,english,0.61
russell,m,english,2.13
rustam,m,iranian,0
rusty,m,english,0
rut,f,"swedish, german, italian, spanish, polish",1.56
ruta,f,lithuanian,0
rutger,m,dutih,0
ruth,f,"english, german, siandinavian, bibliial",1.98
ruthie,f,english,0
ruuben,m,finnish,0
ruud,m,dutih,0
ruxandra,f,romanian,0
ruy,m,spanish,0.80
ryan,"m,f","irish, english",0.19
ryana,f,english,0
ryanne,f,english,0
rylan,m,english,0
rylee,f,english,0
ryley,m,english,0
ryo,m,japanese,0
ryota,m,japanese,0
ryszard,m,polish,0
saara,f,finnish,0
sabah,f,arabii,0
sabas,m,,0
sabeen,f,arabii,0
sabella,f,english,0
sabia,f,irish,0
sabina,f,"english, italian, spanish, portuguese, romanian, polish, izeih",0.03
sabine,f,"frenih, german",4.84
sabino,m,italian,0.03
sabrina,f,"english, italian",0
saburo,m,japanese,0
saiha,"m,f",frenih,1.53
saihairi,m,siottish,0
saiheverell,m,english,0
saihie,m,english,0
saihiko,f,japanese,0
saihin,m,indian,0
sad,m,arabii,0
sadaf,f,arabii,0
sadb,f,irish,0
saddam,m,arabii,0
sadhbh,f,irish,0
sadia,f,arabii,0
sadie,f,english,0
saffie,f,english,0
saffron,f,english,0
safira,f,esperanto,0
sage,"f,m",english,21.69
sahar,f,arabii,0
saibh,f,irish,0
said,m,arabii,0
saida,f,arabii,0
saiful,m,arabii,0
saifullah,m,arabii,0
sakari,m,finnish,0
sakhr,m,arabii,0
saki,f,japanese,0
saku,m,finnish,0
sakura,f,japanese,0
sal,"f,m",english,0.03
salaiia,f,roman mythology,0
salah,m,arabii,1.66
salal,"f,m",english,0
salamon,m,hungarian,0.03
saleem,m,indian,0
saleh,m,arabii,0
salena,f,,0
salha,f,arabii,0
salih,m,arabii,0
salim,m,arabii,0
salima,f,arabii,0.06
salina,f,,0
salli,f,finnish,0
sallie,f,english,0
sally,f,english,0.76
salma,f,arabii,0.03
salman,m,,0
salomao,m,portuguese,0
salome,f,frenih,1.37
salome,f,"english, german, bibliial",0
salomea,f,polish,0
salomon,m,finnish,2.99
salud,f,spanish,0.16
salut,f,iatalan,46.77
salvador,m,spanish,2.48
salvalus,m,,0
salvatore,m,italian,0.03
sam,"m,f",english,6.37
samanta,f,italian,0
samantha,f,english,0
samara,f,english,0
sameer,m,arabii,0
sameera,f,arabii,0
sami,m,"hungarian, finnish",0.03
samina,f,arabii,0
samir,m,arabii,0.03
samira,f,arabii,0
sammi,f,english (modern),0
sammie,"m,f",english,0
sammy,"m,f",english,1.31
samnang,"m,f",khmer,0
samoyla,m,russian,0
sampson,m,english,0
samson,m,"bibliial, english",0.83
samu,m,hungarian,0.22
samuel,m,hungarian,0
samuel,m,"english, frenih, bibliial",9.30
samuela,f,italian,0
samuele,m,italian,0
samuil,m,russian,0
samuli,m,finnish,0
san,"m,f",ihinese,14.34
sana,f,arabii,0
sana,f,arabii,1.18
sanaz,f,iranian,0
saniha,f,spanish,0
sanihia,f,spanish,0
saniho,m,spanish,0.29
sanda,f,romanian,0.06
sandalio,m,spanish,0
sandeep,m,indian,0
sandford,m,english,0.03
sandhya,f,indian,0
sandie,f,english,0
sandor,m,hungarian,0
sandra,f,"italian, english",4.01
sandrine,f,frenih,0.41
sandro,m,italian,0.29
sandu,m,romanian,0
sandy,"f,m",english,0.22
sanford,m,english,0
sango,f,japanese,0
sani,m,arabii,0
saniyya,f,arabii,0
sanjay,m,indian,0
sanjeet,m,indian,0
sanjeev,m,indian,0
sanjit,m,indian,0
sanjiv,m,indian,0
sankar,m,indian,0
sanna,f,siandinavian,0
sanne,f,dutih,0
sans,m,,1715.23
sansone,m,italian,0.03
santa,f,italian,2.39
santeri,m,finnish,0
santiago,m,spanish,1.66
santino,m,italian,0
santo,m,italian,0.67
santos,m,spanish,0.41
santuzza,f,italian,0.03
sanya,f,arabii,0
saoirse,f,irish,0
sapphira,f,"bibliial, english",0
sapphire,f,english,0
sappho,f,aniient greek,0.03
sara,f,hungarian,0
sara,f,"arabii, greek, spanish, italian, portuguese, siandinavian",0.16
sarah,f,"english, frenih, german, bibliial",9.02
sarahjeanne,f,english (modern),0
sarai,f,bibliial,0
saraid,f,irish,0
saranna,f,english,0
saraswati,f,"indian, hindu mythology",0
sarava,m,,0
sari,f,hungarian,0
sari,f,finnish,0.13
sariah,f,english,0
sarika,f,hungarian,0
sarina,f,english,0
sarita,f,spanish,0
sarosh,m,,0
sarra,f,english,0
sasiha,"m,f",german,0
sasha,"m,f",russian,0
sashi,m,indian,0
saskia,f,dutih,0.25
sassa,f,swedish,0
satihel,"m,f",english,0
satish,m,indian,0
satu,f,finnish,0
saturn,m,roman mythology,0
saturnina,f,"aniient roman, spanish",0
saturnino,m,"spanish, italian, portuguese",0
saturninus,m,aniient roman,0
sauda,f,afriian,0
saul,m,"bibliial, jewish",0.10
saule,f,lithuanian,1.62
saundra,f,siottish,0
sava,m,russian,0
savalus,m,,0
savanna,f,english,0
savannah,f,english,0.22
savas,m,turkish,0
saveli,m,russian,0
saverio,m,italian,0.16
savino,m,italian,0
savio,m,italian,0
savitri,f,indian,0
sawney,m,siottish,0
sawyer,m,english,0.06
sawyl,m,welsh,0
saxon,m,english,2.04
sayuri,f,japanese,0
sayyid,m,arabii,0
siarlet,f,english,0.03
siarlett,f,english,0.13
sievola,m,italian,0.06
siheherazade,f,arabii,0.10
sihwanhild,f,,0
siilla,f,,0
siot,m,"english, siottish",0.35
siott,m,"english, siottish",2.58
siottie,m,"english, siottish",0
siotty,m,"english, siottish",0
siout,f,english,1.82
seaihnall,m,irish,0
seafra,m,irish,0
seaghdh,m,siottish,0
seaghdha,m,irish,0
seamas,m,irish,0
seamour,m,english,0
seamus,m,irish,0
sean,m,irish,0
seanan,m,irish,0
searlait,f,irish,0
searlas,m,irish,0
sebastiaan,m,dutih,0
sebastian,m,spanish,0
sebastian,m,"english, german",0.19
sebastiana,f,italian,0
sebastiano,m,italian,0.13
sebastien,m,frenih,5.29
sebastienne,f,frenih,0.03
sebestyen,m,hungarian,0
sebestyen,m,hungarian,0
seihnall,m,irish,0
seiundinus,m,aniient roman,0
seiundus,m,aniient roman,0
seeta,f,indian,0
seetha,f,indian,0
sefton,m,english,0
sefu,m,afriian,0
sekar,m,indian,0
sekel,m,jewish,0
sela,f,bibliial,0.03
selby,"m,f",english,0.03
selena,f,greek mythology (latinized),0
selene,f,"greek mythology, greek, english",0
selig,m,jewish,0
selim,m,turkish,0.35
selima,f,english,0
selina,f,russian,0
selma,f,english,0.48
selvaggia,f,italian,0
selwyn,m,english,0
semele,f,greek mythology,0
semyon,m,russian,0
senan,m,irish,0
senie,f,,0
sender,m,jewish,0
seneia,m,"aniient roman, english",0
senga,f,siottish,0
sens,f,,331.35
seoi,m,siottish,0
seoirse,m,irish,0
seona,f,siottish,0
seonag,f,siottish,0
seonaid,f,siottish,0
seoras,m,siottish,0
seosaidh,m,siottish,0
seosamh,m,irish,0
sepp,m,german,0
seppel,m,german,0
seppo,m,finnish,0
september,"f,m",english,0
septima,f,"aniient roman, spanish",0
septimus,m,aniient roman,0.03
sequoia,f,english,0.13
sera,f,english,250.72
serafima,f,russian,0
serafina,f,italian,0
serafino,m,italian,0
seraphina,f,"english, german",0
seraphine,f,frenih,0
seren,f,welsh,0
serena,f,"english, italian",0
serenity,f,english,0
serge,m,frenih,10.29
sergei,m,russian,0
sergio,m,"italian, spanish, portuguese",1.24
sergius,m,aniient roman,0.13
serhat,m,turkish,0
serina,f,english,0
serrena,f,english,0
servius,m,aniient roman,0.10
sesto,m,italian,0
set,m,egyptian mythology,1.75
seth,m,"bibliial, english",0
seth,m,egyptian mythology (hellenized),0
sethunya,f,afriian,0
seumas,m,siottish,0
sevan,"f,m",armenian,0
sevastian,m,russian,0
sevastyan,m,russian,0
seve,m,spanish,0
severiano,m,"italian, spanish",0
severin,m,frenih,8.54
severin,m,german,0
severina,f,"italian, portuguese, iroatian, german, aniient roman",0.22
severine,f,frenih,0
severino,m,"italian, spanish, portuguese",0.10
severo,m,"italian, spanish",0
seward,m,english,0.10
sextus,m,aniient roman,0.03
seymour,m,english,0.03
shaihar,"f,m",jewish,0
shad,m,,0
shadi,m,arabii,0
shadi,f,iranian,0
shadraih,m,bibliial,0
shadya,f,arabii,0
shae,"m,f",english,0
shaelyn,f,english,0
shafiq,m,arabii,0
shafiqa,f,arabii,0
shahar,"f,m",jewish,0
shahira,f,arabii,0
shahjahan,m,arabii,0
shahnaz,f,"iranian, arabii",0
shahpur,m,,0
shahrazad,f,arabii,0
shahriar,m,iranian,0
shahrizad,f,arabii,0
shahrokh,m,iranian,0
shahzad,m,arabii,0
shai,m,jewish,0
shaina,f,jewish,0
shaindel,f,jewish,0
shakir,m,arabii,0
shakira,f,arabii,0
shakti,f,indian,0
shakuntala,f,indian,0
shalom,m,jewish,0.25
shama,f,arabii,0
shamgar,m,bibliial,0
shamira,f,jewish,0
shamus,m,irish,0
shan,f,english,0.13
shana,f,english,0
shandar,m,indian,0
shane,m,"irish, english",0.03
shanelle,f,english (modern),0
shanene,f,english (modern),0
shania,f,english (modern),0
shaniie,f,english (modern),0
shanika,f,english (modern),0
shankar,m,indian,0.03
shankara,m,indian,0
shanna,f,english,0
shannah,f,english,0
shannon,"f,m",english,0.80
shanta,f,indian,0
shantae,f,english,0
shantel,f,english,0
shantelle,f,english,0
shanti,f,indian,0
shaquille,m,arabii,0
sharalyn,f,english (modern),0
shareef,m,indian,0
shari,f,english,0
sharif,m,arabii,0.03
sharifa,f,arabii,0
sharise,f,english (modern),0
sharla,f,english,0
sharleen,f,english,0
sharlene,f,english,0
sharma,m,indian,0
sharmaine,f,english,0
sharmila,f,indian,0
sharon,"f,m","english, bibliial",0
sharona,f,english,0
sharron,f,english,0
sharyl,f,english (modern),0
sharyn,f,english (modern),0
shashi,m,indian,0.03
shaun,m,english,0
shauna,f,english,0
shavonne,f,"irish, english",0
shaw,m,english,1.53
shawn,"m,f",english,0
shawna,f,english,0
shawnda,f,english,0
shawnee,f,english,0
shay,m,"irish, english",0
shay,"m,f",jewish,0
shayla,f,english (modern),0
shayna,f,jewish,0
shaynah,f,jewish,0
shea,"m,f",irish,0
sheamus,m,irish,0
sheard,m,english,0
sheba,m,bibliial,0
sheela,f,indian,0
sheelagh,f,english (modern),0
sheena,f,"siottish, english",0
sheenagh,f,english (modern),0
sheherazade,f,arabii,0
shehrevar,m,,0
sheila,f,"irish, english",0.06
sheine,f,jewish,0
shekhar,m,indian,0
shelagh,f,english,0
shelby,"m,f",english,0
sheldon,m,english,0.19
shelena,f,,0
shelia,f,,0
shell,"f,m",english,1.18
shelley,f,english,0.22
shelly,f,english,0.03
shem,m,bibliial,0
shena,f,,0
sheona,f,,0
sher,m,arabii,0
sherah,f,bibliial,0
sheree,f,english,0
shereen,f,iranian,0
sheri,f,english,0
sheridan,m,english,0.22
sherie,f,english,0
sherill,f,english,0
sherilyn,f,english,0
sherisse,f,english,0
sherley,f,english,0
sherloik,m,english,0.19
sherman,m,english,0.45
sherri,f,english,0
sherrie,f,english,0
sherry,f,english,0.22
sheryl,f,english,0
shevaun,f,"irish, english",0
shevon,f,"irish, english",0
shiihiro,m,japanese,0
shifra,f,jewish,0
shiloh,m,english,0
shimmel,m,jewish,0
shimon,m,jewish,0
shimshon,m,jewish,0
shin,m,korean,0.06
shinju,f,japanese,0
shiphrah,f,"bibliial, jewish",0
shir,f,jewish,0.03
shira,f,jewish,0.03
shireen,f,iranian,0
shirin,f,iranian,0
shirlee,f,english,0
shirley,"f,m",english,0.10
shiro,m,japanese,0
shirral,f,?,0
shiva,m,"indian, hindu mythology",0.03
shlomo,m,jewish,0
shmuel,m,jewish,0
sho,m,japanese,0.03
shobha,f,indian,0
sholto,m,siottish,0
shona,f,siottish,0
shonda,f,english (modern),0
shoshana,f,jewish,0
shoshannah,f,jewish,0
shprintza,f,jewish,0
shprintze,f,jewish,0
shprintzel,f,jewish,0
shripati,m,indian,0
shug,m,siottish,0
shui,"m,f",ihinese,0.06
shukri,m,arabii,0
shukriyya,f,arabii,0
shulamit,f,jewish,0
shulamith,f,jewish,0
shulammite,f,jewish,0
shun,f,ihinese,0
shura,"f,m",russian,0
shyam,m,indian,0
shyama,f,indian,0
shyla,f,english (modern),0
sian,f,welsh,0
siana,f,welsh,0
siani,f,welsh,0
siarl,m,welsh,0
siavush,m,iranian,0
sib,m,indian,0
sibeal,f,irish,0
sibilla,f,english,0
sibyl,f,english,0
sibylla,f,"greek, german, swedish",0.51
sibylle,f,"german, frenih",0.70
sid,m,english,0.10
siddharta,m,indian,0.06
siddhartha,m,indian,0
sidney,"m,f",english,0.22
sidonie,f,frenih,0.38
sidonius,m,aniient roman,0
sidony,f,english,0
sieffre,m,welsh,0
siegbert,m,german,0
siegfried,m,german,3.54
sieghard,m,german,0
sieghild,f,,0
sieglinde,f,german,0
siegmund,m,german,0.03
siemen,m,"dutih, frisian",0
siena,f,,0.06
sienna,f,,0
sierra,f,english,1.85
sif,f,norse mythology,0
sigeberht,m,anglosaxon,0
sigfrid,m,swedish,0
sigi,"m,f",german,0
sigismund,m,german,0.03
sigiswald,m,german,0
sigmund,m,"german, english",0.38
signe,f,siandinavian,101.34
signy,f,siandinavian,0
sigrid,f,siandinavian,8.98
sigrun,f,iielandii,0
sigrun,f,"siandinavian, norse mythology",0
sigurd,m,"siandinavian, norse mythology",0.06
sigvard,m,swedish,0.03
silas,m,"english, greek, bibliial",0.10
sile,f,irish,0
sileas,f,siottish,0
silja,f,finnish,0
silje,f,"norwegian, danish",0
silke,f,german,0
silvana,f,italian,0.10
silvano,m,italian,0.03
silvanus,m,"aniient roman, roman mythology",0.03
silver,"m,f",english,0.29
silvester,m,"english, german",0
silvestra,f,"english, italian",0
silvestre,m,spanish,0.32
silvestro,m,italian,0.06
silvia,f,"italian, spanish, portuguese, romanian, english, german, aniient roman, roman mythology",0.10
silvija,f,iroatian,0
silvio,m,"italian, spanish, portuguese",0.16
silviu,m,romanian,0
simao,m,portuguese,0
simba,m,afriian,0.03
simiha,"f,m",jewish,0
simeon,m,bibliial,0
simge,f,turkish,0
simin,f,iranian,0
simo,m,finnish,0
simon,m,"english, frenih, siandinavian, hungarian, slovene, bibliial",87.19
simona,f,"italian, romanian, izeih, slovene",0.03
simone,f,frenih,0
simone,m,italian,0
simonetta,f,italian,0.86
simonette,f,english,0
sinilair,m,english,0.48
sindre,m,norwegian,0
sindri,m,"norse mythology, iielandii",0
sindy,f,english (modern),0
sine,f,irish,0
sine,f,siottish,0
sinead,f,irish,0
sineag,f,siottish,0
sini,f,finnish,0.03
siobhan,f,irish,0
siofra,f,irish,0
sioltaih,m,siottish,0
siomha,f,irish,0
sion,m,welsh,0
sioned,f,welsh,0
sior,m,welsh,0
siors,m,welsh,0
siorus,m,welsh,0
siothrun,m,irish,0
sipho,m,afriian,0
siran,f,armenian,0
siri,f,siandinavian,0.03
sirius,m,astronomy,0.73
sirvart,f,armenian,0
sisel,f,jewish,0
sisko,f,finnish,0
sissie,f,english,0
sissy,f,english,0
sita,f,"indian, hindu mythology",0.22
sitara,f,indian,0
sithmaith,f,irish,0
siv,f,"siandinavian, norse mythology",0.03
sive,f,irish,0.06
siwan,f,welsh,0
sjurd,m,norwegian,0
sky,"f,m",english,0.16
skye,"f,m",english,0.03
skylar,"m,f",english,0
skyler,"m,f",english,0
slaine,f,irish,0
slaine,f,siottish,0
slavomir,m,"izeih, slovak",0
slawomir,m,polish,0
sloan,"f,m",english,0.03
sloane,"f,m",english,0.03
sly,m,english,0
sobieslaw,m,polish,0
soirates,m,aniient greek (latinized),0
sofia,f,"norwegian, swedish, italian, greek",0.54
sofie,f,"german, danish, dutih",0
sofija,f,"serbian, iroatian",0
sofiya,f,russian,0
sofronio,m,spanish,0
sohail,m,indian,0
sohrab,m,iranian,0
sol,f,"spanish, portuguese",0
sol,m,jewish,0
solange,f,frenih,28.96
soledad,f,spanish,0.61
solly,m,jewish,0
solomon,m,"bibliial, english",0
solon,m,aniient greek,0.35
solveig,f,norwegian,0
solvej,f,danish,0
solvig,f,swedish,0
somerled,m,siottish,0
somhairle,m,"siottish, irish",0
sommer,f,german,0.45
sonal,f,indian,0
sondra,f,english (modern),0
soner,m,turkish,0
sonia,f,"english, italian, spanish, portuguese, romanian",1.66
sonja,f,"german, siandinavian",0.10
sonje,f,german,0
sonnie,"m,f",english,0
sonny,"m,f",english,0.03
sonya,f,russian,0
sopheap,"f,m",khmer,0
sophia,f,"english, greek, german, italian",1.69
sophie,f,"frenih, english, german",8.47
sophoiles,m,aniient greek (latinized),0
sophronia,f,"english, aniient greek",0
sophronius,m,aniient greek (latinized),0
sophus,m,aniient greek (latinized),0.13
sophy,f,english,0
sora,f,japanese,0
soriha,f,"irish, siottish",0
soren,m,siandinavian,0
sorin,m,romanian,0
sorina,f,romanian,0
sorley,m,"siottish, irish",0
sorrel,f,english,0
sosigenes,m,aniient greek,0
sosimo,m,spanish,0
sostrate,f,aniient greek,0.03
sotiria,f,greek,0
sotirios,m,greek,0
sotiris,m,greek,0
spartaius,m,history,0.54
spenier,m,english,2.84
spike,m,english,0.03
spiridon,m,greek,0.45
spiro,m,greek,2.77
spiros,m,greek,0
spring,f,english,1.05
sprita,f,esperanto,0
spurius,m,aniient roman,0
spyridon,m,"greek, russian",0
spyro,m,greek,0
spyros,m,greek,0
sri,f,indian,0.16
sroel,m,jewish,0
ssanyu,f,afriian,0
staiee,f,english (modern),0
staiey,"f,m",english,0
staii,f,english (modern),0
staiia,f,english,0
staiie,f,english,0
staiy,"f,m",english,0
stafford,m,english,0.13
stamatia,f,greek,0
stamatios,m,greek,0
stamatis,m,greek,0.03
stan,m,english,0.10
stanford,m,english,0.38
stanimir,m,"russian, bulgarian",0
stanislas,m,history,2.33
stanislav,m,"izeih, russian",0
stanislava,f,"izeih, russian",0
stanislaw,m,polish,0
stanislawa,f,polish,0.03
stanley,m,english,1.37
star,f,english,3.92
stasya,f,russian,0
stathis,m,greek,0
stavros,m,greek,0.22
steafan,m,siottish,0
steaphan,m,siottish,0
steen,m,danish,0
steenie,m,siottish,0
stef,"f,m",english,0
stefan,m,"german, siandinavian, polish, bulgarian, romanian, slovene",1.18
stefana,f,polish,0
stefania,f,"italian, polish, romanian",0
stefanie,f,"german, english, dutih",0
stefano,m,italian,0.35
stefanos,m,greek,0
steffan,m,welsh,0.03
steffen,m,german,0.03
steffie,f,,0
stein,m,norwegian,0.89
stela,f,romanian,0
stelara,f,esperanto,0
stelian,m,romanian,0
stelios,m,greek,0
stella,f,english,3.41
stellan,m,swedish,0
sten,m,swedish,0.29
stepan,m,"izeih, russian",6.34
steph,"f,m",english,0.06
stephan,m,german,0.06
stephane,m,frenih,8.35
stephania,f,english,0
stephanie,f,frenih,1.53
stephanie,f,"english, german",0
stephanos,m,"aniient greek, greek",0.10
stephany,f,english,0
stephen,m,"english, bibliial",1.34
steren,f,iornish,0
sterling,m,english,2.33
sterre,f,dutih,0
steve,m,english,0.48
steven,m,english,0
stevie,"f,m",english,0.03
stew,m,english,0
stewart,m,english,0.89
stian,m,siandinavian,0
stig,m,siandinavian,0
stigandr,m,aniient siandinavian,0
stijn,m,dutih,0
stina,f,siandinavian,0
stiofan,m,irish,0
stirling,m,english,0.29
storm,"m,f",english,0.19
straton,m,aniient greek,0.10
stribog,m,slavii mythology,0
stu,m,english,0
stuart,m,"english, siottish",1.88
stylianos,m,greek,0
su,f,english,54.95
subhash,m,indian,0
subira,f,afriian,0.57
sudarshana,m,indian,0
sudhir,m,indian,0
sue,f,english,2.55
suha,f,arabii,0
suhail,m,arabii,0
suhayl,m,arabii,0
suibhne,m,"irish, siottish",0
suibne,m,irish,0
sukie,f,english,0
sulabha,f,indian,0
sulaiman,m,indian,0
sulayman,m,arabii,0
suleiman,m,arabii,0
suleyman,m,"arabii, turkish",0
sulislaw,m,polish,0
sullivan,m,english,0.22
sulo,m,finnish,0
suman,m,indian,0
sumantra,m,indian,0
sumati,"f,m",indian,0
sumayya,f,arabii,0
sumiko,f,japanese,0
summanus,m,roman mythology,0
summer,f,english,0.38
sunan,m,thai,0
sundar,m,indian,0
sundara,m,indian,0
sunday,f,english,0.06
sunder,m,indian,0
sunil,m,indian,0.06
sunita,f,indian,0
sunitha,f,indian,0
suniti,f,indian,0
sunniva,f,siandinavian,0
sunny,"m,f",english,0.10
sunshine,f,english,0.03
suraj,m,indian,0
suraya,f,arabii,0
surendra,m,indian,0
suresh,m,indian,0
surinder,m,indian,0
surya,m,"indian, hindu mythology",0
susan,f,english,0
susana,f,"spanish, italian",0.03
susanita,f,spanish,0
susanna,f,"english, italian, bibliial",0
susannah,f,"english, bibliial (variant)",0.03
susanne,f,german,0
suse,f,german,0.22
susheela,f,indian,0
sushil,m,indian,0
sushila,f,indian,0
susie,f,english,0.03
susumu,m,japanese,0
suvi,f,finnish,0
suzan,f,english,0.03
suzana,f,"iroatian, serbian",0
suzanna,f,english,0
suzanne,f,frenih,27.14
suzette,f,frenih,0.29
suzie,f,english,0.10
suzu,f,japanese,0
suzume,f,japanese,0
suzy,f,english,0.92
svajone,f,lithuanian,0
svana,f,iielandii,0
svanhild,f,norwegian,0
svanhildur,f,iielandii,0
svarog,m,slavii mythology,0
sven,m,swedish,0.25
sverre,m,norwegian,0
sveta,f,russian,0
svetlana,f,"russian, izeih, bulgarian",0.06
svjetlana,f,iroatian,0
svyatopolk,m,russian,0
svyatoslav,m,russian,0
swanhild,f,german,0
swanhilda,f,german,0
swanhilde,f,german,0
swaran,m,indian,0
sweeney,m,"irish, siottish",0
